syntax_penn_tok2	syntax_penn_lem2	syntax_stan_tok2	syntax_stan_lem2	lexical_tok2	lexical_lem2	condition_info
0.26726124191242434	0.26726124191242434	0.26726124191242434	0.26726124191242434	0.0	0.0	Mitsuko40-cond1.txt
0.38092025882399194	0.38092025882399194	0.3393788549135293	0.4270036817431366	0.12135597524338357	0.15999365157785558	Mitsuko41-cond1.txt
0.2865341275306264	0.2865341275306264	0.2309505818626564	0.45926576170275124	0.09017444465020076	0.14592969098721403	Mitsuko42-cond1.txt
0.282842712474619	0.282842712474619	0.21629522817435007	0.35176323534072423	0.08885233166386385	0.08885233166386385	Mitsuko43-cond1.txt
0.3968626966596886	0.3968626966596886	0.3481865296036271	0.5053513629149525	0.10533190493018846	0.12393749056438942	Mitsuko44-cond1.txt
0.7475823209161088	0.7475823209161088	0.6845780697840808	0.7528167699183518	0.29433548837472534	0.3405557215459398	Mitsuko45-cond1.txt
0.5469655114522598	0.5469655114522598	0.4779094176682471	0.542805561375308	0.17055525715931727	0.20502629715629403	Mitsuko46-cond1.txt
0.29798889489427005	0.29798889489427005	0.2834303074060157	0.3537064108950036	0.026560635762986527	0.026560635762986527	Mitsuko5-cond1.txt
0.5321556681765344	0.5321556681765344	0.48253600839638894	0.5119043164420934	0.1296273607395802	0.14770841897358633	Mitsuko6-cond1.txt
0.30118748697133024	0.30118748697133024	0.2699843815205988	0.4062222318511938	0.02279211529192759	0.02279211529192759	Mitsuko7-cond1.txt
0.4049291435992628	0.4049291435992628	0.43482827673933633	0.5204164998665332	0.10786761979449293	0.14076306861555737	Mitsuko8-cond1.txt
0.06262242910851494	0.06262242910851494	0.0	0.0	0.0	0.0	Mitsuko9-cond1.txt
