syntax_penn_tok2	syntax_penn_lem2	syntax_stan_tok2	syntax_stan_lem2	lexical_tok2	lexical_lem2	condition_info
0.3405026123034995	0.3405026123034995	0.35634832254989923	0.5604485383178051	0.2809757434745082	0.35634832254989923	Mitsuko1-cond1.txt
0.18070158058105026	0.18070158058105026	0.18070158058105026	0.22587697572631282	0.09925833339709303	0.19200614429492777	Mitsuko10-cond1.txt
0.41979698450170094	0.41979698450170094	0.37648573309454997	0.5800983699275493	0.11769797726729993	0.21277130863599075	Mitsuko11-cond1.txt
0.43944789803156337	0.43944789803156337	0.4560952999495863	0.516671222870379	0.21840756249277923	0.2539466864548213	Mitsuko12-cond1.txt
0.5684592465458002	0.5684592465458002	0.5659917696708248	0.6673899566200299	0.16265489940474068	0.1969770518497404	Mitsuko13-cond1.txt
0.5344409209215243	0.5344409209215243	0.4486877153672973	0.5632840747508279	0.07399735571198965	0.08299638408837659	Mitsuko14-cond1.txt
0.502518907629606	0.502518907629606	0.502518907629606	0.502518907629606	0.3779644730092272	0.3779644730092272	Mitsuko15-cond1.txt
0.21700926997668543	0.21700926997668543	0.15491933384829665	0.3661209184158558	0.0	0.0	Mitsuko16-cond1.txt
0.49759366083497786	0.49759366083497786	0.47481817180199404	0.649807251178168	0.17913371790059204	0.177892016741205	Mitsuko17-cond1.txt
0.1178511301977579	0.1178511301977579	0.06085806194501846	0.11396057645963795	0.0	0.0	Mitsuko18-cond1.txt
0.4199547266522355	0.4199547266522355	0.27839559100372263	0.4254935662725314	0.03347390667005063	0.035236396740886564	Mitsuko19-cond1.txt
0.11359236684941297	0.11359236684941297	0.11065666703449761	0.23388213848187447	0.0	0.0	Mitsuko2-cond1.txt
0.5978055003927247	0.5978055003927247	0.48176145825236416	0.561842497473776	0.10236582945611515	0.12090389515085866	Mitsuko20-cond1.txt
0.7150929636136445	0.7150929636136445	0.690941135657401	0.7716190119554922	0.23722689452605503	0.2812331401027963	Mitsuko21-cond1.txt
0.0	0.0	0.0	0.14552137502179976	0.0	0.0	Mitsuko22-cond1.txt
0.7846260399140192	0.7846260399140192	0.7312437166607832	0.7723255616886199	0.3239226741285812	0.3708747852689308	Mitsuko23-cond1.txt
0.6485130556833366	0.6485130556833366	0.6017710469390166	0.6393140128837428	0.14835622460143164	0.17103344030668952	Mitsuko24-cond1.txt
0.6349580827173794	0.6349580827173794	0.6021273640662435	0.6984144940004212	0.0996463295729058	0.13572417850765925	Mitsuko25-cond1.txt
0.4490440587973945	0.4490440587973945	0.4008071703858348	0.43895186139203485	0.085183541999992	0.085183541999992	Mitsuko26-cond1.txt
0.624015411244788	0.624015411244788	0.6014957131500561	0.7223669233714927	0.1994310088043664	0.21887233864644995	Mitsuko27-cond1.txt
0.0	0.0	0.0	0.0	0.0	0.0	Mitsuko28-cond1.txt
0.6137955785778366	0.6137955785778366	0.5903697536111137	0.6835067426013202	0.20039564826009612	0.207380390210887	Mitsuko29-cond1.txt
0.24659848095803594	0.24659848095803594	0.3287979746107146	0.3953943920371078	0.07283570407292297	0.07018624063435965	Mitsuko3-cond1.txt
0.6244621493947224	0.6244621493947224	0.5585772043655801	0.6833119095232064	0.07503521570826123	0.07945220883314522	Mitsuko30-cond1.txt
0.6861799199973637	0.6861799199973637	0.5959744714215491	0.7482624367164502	0.1456346371448447	0.2019918136437961	Mitsuko31-cond1.txt
0.0	0.0	0.0	0.0944911182523068	0.0	0.0	Mitsuko32-cond1.txt
0.722335616936928	0.722335616936928	0.6831319548603468	0.7490811563806148	0.16705665322192115	0.18881610635641288	Mitsuko33-cond1.txt
0.3098485830098972	0.3098485830098972	0.2341464528954235	0.3339350961270769	0.018575940419178427	0.03472096642294073	Mitsuko34-cond1.txt
0.6289230767897279	0.6289230767897279	0.6013240250177243	0.7052994650106115	0.09708945146390702	0.1224413039696794	Mitsuko35-cond1.txt
0.7057116972237332	0.7057116972237332	0.6313298315886117	0.7363387611223718	0.260379859466368	0.3242342384955914	Mitsuko36-cond1.txt
0.4134755129934701	0.4134755129934701	0.40682687951680996	0.512275482453301	0.1852396434087371	0.1852396434087371	Mitsuko37-cond1.txt
0.33261229997042546	0.33261229997042546	0.282876190928009	0.2861465445558277	0.0	0.0	Mitsuko38-cond1.txt
0.5532689183558522	0.5532689183558522	0.4752812617195487	0.5580474030209202	0.0926979549318643	0.13046561461068845	Mitsuko39-cond1.txt
0.0	0.0	0.0	0.1543033499620919	0.0	0.0	Mitsuko4-cond1.txt
