time	syntax_penn_tok2	syntax_penn_lem2	lexical_tok2	lexical_lem2	cosine_semanticL	partner_direction	condition_info
10	0.09690031662230184	0.09016696346674323	0.0	0.0	0.6918043231371714	A>B	phoneDialog65-phoneDialog780-condA
11	0.10614897848685505	0.0	0.0	0.0	0.5304825395473989	B>A	phoneDialog65-phoneDialog780-condA
12	0.0	0.0	0.0	0.0	0.16203285460113537	A>B	phoneDialog65-phoneDialog780-condA
0	0.0	0.0	0.0	0.0	0.25754937850620263	A>B	phoneDialog753-phoneDialog528-condA
1	0.0	0.10540925533894598	0.0	0.0	0.5099141729202445	B>A	phoneDialog753-phoneDialog528-condA
2	0.0	0.0	0.0	0.0	0.24412147873547152	A>B	phoneDialog753-phoneDialog528-condA
3	0.0	0.09090909090909091	0.0	0.0	0.3499897741373652	B>A	phoneDialog753-phoneDialog528-condA
4	0.20123585110162412	0.25641129703418536	0.0	0.0	0.6758875333333797	A>B	phoneDialog753-phoneDialog528-condA
5	0.36052105344269425	0.441597233781097	0.017434201093860163	0.017434201093860163	0.5981128752062647	B>A	phoneDialog753-phoneDialog528-condA
6	0.29740895825796587	0.36363636363636365	0.0	0.0	0.38119840600357435	A>B	phoneDialog753-phoneDialog528-condA
7	0.11396057645963795	0.21320071635561041	0.0	0.0	0.40217163950200685	B>A	phoneDialog753-phoneDialog528-condA
8	0.15724272550828775	0.4107919181288745	0.0	0.0	0.4368525104872649	A>B	phoneDialog753-phoneDialog528-condA
9	0.0	0.18257418583505533	0.0	0.0	0.3570157134204248	B>A	phoneDialog753-phoneDialog528-condA
10	0.0	0.0	0.0	0.0	0.3503419418874968	A>B	phoneDialog753-phoneDialog528-condA
11	0.2769558547034987	0.26516504294495535	0.05923488777590924	0.1480872194397731	0.5223174650711954	B>A	phoneDialog753-phoneDialog528-condA
12	0.0	0.0	0.0	0.0		A>B	phoneDialog753-phoneDialog528-condA
13	0.0	0.0	0.0	0.0		B>A	phoneDialog753-phoneDialog528-condA
14	0.1203858530857692	0.17928429140015903	0.0	0.0	0.3040940566684557	A>B	phoneDialog753-phoneDialog528-condA
15	0.22360679774997896	0.33541019662496846	0.0	0.0	0.1844180031307423	B>A	phoneDialog753-phoneDialog528-condA
16	0.07161148740394328	0.15118578920369088	0.0	0.0778498944161523	0.2673316117565533	A>B	phoneDialog753-phoneDialog528-condA
17	0.21483446221182984	0.2267786838055363	0.0	0.0	0.42528539276754684	B>A	phoneDialog753-phoneDialog528-condA
18	0.15811388300841897	0.14142135623730948	0.0	0.0	0.3863127902342246	A>B	phoneDialog753-phoneDialog528-condA
19	0.13303802104754783	0.2795084971874737	0.20277677641345312	0.19521720236075757	0.6670543777487713	B>A	phoneDialog753-phoneDialog528-condA
20	0.07111181345347778	0.3674842076295835	0.0	0.0	0.49703428020628837	A>B	phoneDialog753-phoneDialog528-condA
21	0.0	0.2182178902359924	0.0	0.0	0.23629797640048866	B>A	phoneDialog753-phoneDialog528-condA
22	0.47140452079103173	0.4954336943068623	0.0	0.0	0.3302161869932334	A>B	phoneDialog753-phoneDialog528-condA
23	0.4065624678853673	0.5479901962005934	0.0	0.0	0.6495742156964938	B>A	phoneDialog753-phoneDialog528-condA
24	0.22413272587221034	0.5715005715008574	0.0	0.036661778755338326	0.5449368010823915	A>B	phoneDialog753-phoneDialog528-condA
0	0.0	0.0	0.0	0.0	0.33739738273172903	A>B	phoneDialog878-phoneDialog599-condA
1	0.0	0.0	0.0	0.0	0.18747765841346786	B>A	phoneDialog878-phoneDialog599-condA
2	0.0	0.17343530079100547	0.0	0.0	0.23926910936667278	A>B	phoneDialog878-phoneDialog599-condA
3	0.22866478019001177	0.3434705965562882	0.018633899812498248	0.018349396085439344	0.5240427095921247	B>A	phoneDialog878-phoneDialog599-condA
4	0.1578981539963338	0.36853450022553236	0.0	0.0	0.5695349418686265	A>B	phoneDialog878-phoneDialog599-condA
5	0.23017413505937437	0.15349335302899525	0.062017367294604234	0.05976143046671968	0.5013539749767716	B>A	phoneDialog878-phoneDialog599-condA
6	0.40824829046386296	0.20412414523193148	0.22360679774997896	0.22360679774997896	0.4539243896912354	A>B	phoneDialog878-phoneDialog599-condA
7	0.0	0.0	0.0	0.0	0.4539243896912354	B>A	phoneDialog878-phoneDialog599-condA
8	0.09622504486493763	0.0	0.0	0.0	0.4045270477698061	A>B	phoneDialog878-phoneDialog599-condA
9	0.06085806194501844	0.20225995873897262	0.0	0.0	0.3720718043867929	B>A	phoneDialog878-phoneDialog599-condA
10	0.11952286093343936	0.11180339887498948	0.0	0.0	0.26664385711858074	A>B	phoneDialog878-phoneDialog599-condA
11	0.0	0.0	0.0	0.0	0.5195457695655984	B>A	phoneDialog878-phoneDialog599-condA
12	0.0	0.0	0.0	0.0	0.44114508971322186	A>B	phoneDialog878-phoneDialog599-condA
13	0.5800258557722232	0.6153605248299319	0.0	0.0	0.7271318861611303	B>A	phoneDialog878-phoneDialog599-condA
14	0.36651100413015975	0.5353535353535354	0.0	0.0	0.6786170280156162	A>B	phoneDialog878-phoneDialog599-condA
15	0.2279211529192759	0.33501260508640407	0.0	0.0	0.44379602368607696	B>A	phoneDialog878-phoneDialog599-condA
16	0.08451542547285165	0.21846184547174416	0.0	0.0	0.510609103687434	A>B	phoneDialog878-phoneDialog599-condA
17	0.0	0.0	0.0	0.12909944487358055	0.43448757740916044	B>A	phoneDialog878-phoneDialog599-condA
18	0.0	0.0	0.0	0.0	0.3470631741672998	A>B	phoneDialog878-phoneDialog599-condA
0	0.1860521018838127	0.2966954145484633	0.0	0.0	0.35147154520319024	A>B	phoneDialog697-phoneDialog955-condA
1	0.2631174057921088	0.29371347540384113	0.0	0.0	0.17821238768568248	B>A	phoneDialog697-phoneDialog955-condA
2	0.0	0.0	0.0	0.0	0.0861014325264261	A>B	phoneDialog697-phoneDialog955-condA
3	0.2512106608337012	0.33208297371220935	0.025976216673306556	0.025976216673306556	0.6384588915378316	B>A	phoneDialog697-phoneDialog955-condA
4	0.4406526492392317	0.46606481513484516	0.010887588907733557	0.010604746049596296	0.7496141673192799	A>B	phoneDialog697-phoneDialog955-condA
5	0.3256081113882681	0.36617510139367077	0.016778901380350607	0.016343011261515335	0.578633108802305	B>A	phoneDialog697-phoneDialog955-condA
6	0.19189754741893567	0.31552737143375337	0.017376201171422898	0.017376201171422898	0.5713595651673059	A>B	phoneDialog697-phoneDialog955-condA
7	0.23570226039551587	0.16770509831248423	0.0	0.0	0.35075422922682997	B>A	phoneDialog697-phoneDialog955-condA
8	0.1137147065368355	0.33174440134851857	0.0	0.0	0.3323881393387622	A>B	phoneDialog697-phoneDialog955-condA
9	0.3200052246177461	0.34759084854655053	0.05151970522569787	0.05042729056592992	0.6306505405699431	B>A	phoneDialog697-phoneDialog955-condA
10	0.08131156281817417	0.18698939800169145	0.0	0.0	0.5354743772380627	A>B	phoneDialog697-phoneDialog955-condA
11	0.3481553119113957	0.22438727760202973	0.0	0.0	0.6713085398597802	B>A	phoneDialog697-phoneDialog955-condA
12	0.0	0.0	0.0	0.0		A>B	phoneDialog697-phoneDialog955-condA
13	0.0	0.1889822365046136	0.0	0.0		B>A	phoneDialog697-phoneDialog955-condA
14	0.0	0.0	0.0	0.0	0.3415488429799387	A>B	phoneDialog697-phoneDialog955-condA
15	0.0	0.0	0.0	0.0	0.3051518293113693	B>A	phoneDialog697-phoneDialog955-condA
16	0.0	0.0	0.0	0.0	0.46982880926807846	A>B	phoneDialog697-phoneDialog955-condA
17	0.2162193750322053	0.27372445072567947	0.0	0.0	0.46711271299857193	B>A	phoneDialog697-phoneDialog955-condA
18	0.14446302370292305	0.18156825980064073	0.0	0.0	0.628764599235141	A>B	phoneDialog697-phoneDialog955-condA
0	0.0	0.0	0.0	0.0		A>B	phoneDialog578-phoneDialog34-condA
1	0.0	0.10878565864408422	0.0	0.0	0.5560182863586401	B>A	phoneDialog578-phoneDialog34-condA
2	0.35670027159622814	0.4421053588351383	0.021506619680967013	0.021506619680967013	0.6059525254111773	A>B	phoneDialog578-phoneDialog34-condA
3	0.08703882797784893	0.0	0.10425720702853739	0.10425720702853739		B>A	phoneDialog578-phoneDialog34-condA
4	0.20412414523193154	0.21320071635561041	0.10660035817780521	0.10660035817780521		A>B	phoneDialog578-phoneDialog34-condA
5	0.31139957766460924	0.5725250135716106	0.025125945381480302	0.025125945381480302	0.5798822583356404	B>A	phoneDialog578-phoneDialog34-condA
6	0.0	0.19380063324460373	0.0	0.0	0.401933008712823	A>B	phoneDialog578-phoneDialog34-condA
7	0.0	0.0	0.0	0.0	0.2091210768272771	B>A	phoneDialog578-phoneDialog34-condA
8	0.0	0.0	0.0	0.0	0.1286236818136065	A>B	phoneDialog578-phoneDialog34-condA
9	0.0	0.0	0.0	0.0	0.1161656172513732	B>A	phoneDialog578-phoneDialog34-condA
10	0.0	0.0	0.0	0.0	0.28648885275789415	A>B	phoneDialog578-phoneDialog34-condA
11	0.0	0.0	0.0	0.0	0.28648885275789415	B>A	phoneDialog578-phoneDialog34-condA
12	0.0	0.0	0.0	0.0	0.39979315882791755	A>B	phoneDialog578-phoneDialog34-condA
13	0.0	0.20412414523193148	0.0	0.0	0.55070343099593	B>A	phoneDialog578-phoneDialog34-condA
14	0.0	0.0	0.0	0.0	0.14994697999250028	A>B	phoneDialog578-phoneDialog34-condA
15	0.19112739302699863	0.18257418583505536	0.0	0.0	0.2647287092616364	B>A	phoneDialog578-phoneDialog34-condA
16	0.42207900318720765	0.5191085476184402	0.011236664374387369	0.03333333333333333	0.6764786097128542	A>B	phoneDialog578-phoneDialog34-condA
17	0.0	0.2176428750330035	0.0	0.0		B>A	phoneDialog578-phoneDialog34-condA
18	0.0	0.16666666666666666	0.0	0.0		A>B	phoneDialog578-phoneDialog34-condA
0	0.0	0.0	0.0	0.0	0.1810373975576144	A>B	phoneDialog873-phoneDialog75-condA
1	0.0	0.0	0.0	0.0	0.12111996078125875	B>A	phoneDialog873-phoneDialog75-condA
2	0.0	0.0	0.0	0.0	0.29136424347698187	A>B	phoneDialog873-phoneDialog75-condA
3	0.15936381457791915	0.21110016546037455	0.028375217691958284	0.028375217691958284	0.4740499252306961	B>A	phoneDialog873-phoneDialog75-condA
4	0.1767766952966369	0.28408275715446385	0.0	0.026919095102908276	0.5503254039808385	A>B	phoneDialog873-phoneDialog75-condA
5	0.0	0.07808688094430304	0.0	0.0	0.4241686215454378	B>A	phoneDialog873-phoneDialog75-condA
6	0.05933908290969266	0.23408229439226114	0.0	0.0	0.4791557919249372	A>B	phoneDialog873-phoneDialog75-condA
7	0.43013858946386885	0.4491586156553547	0.0	0.0	0.5099790049255326	B>A	phoneDialog873-phoneDialog75-condA
8	0.0	0.0	0.0	0.0		A>B	phoneDialog873-phoneDialog75-condA
9	0.0	0.0	0.0	0.0		B>A	phoneDialog873-phoneDialog75-condA
10	0.10660035817780521	0.2988071523335984	0.0	0.0	0.193219102224216	A>B	phoneDialog873-phoneDialog75-condA
11	0.21320071635561041	0.22360679774997896	0.0	0.0	0.28255611332395025	B>A	phoneDialog873-phoneDialog75-condA
12	0.10714285714285714	0.2525907427704613	0.03498557142706597	0.03498557142706597	0.46478955357773954	A>B	phoneDialog873-phoneDialog75-condA
13	0.033671751485073696	0.12909944487358055	0.0	0.0	0.4198137703586289	B>A	phoneDialog873-phoneDialog75-condA
14	0.3400409136337805	0.41702882811414954	0.029695693545824933	0.029695693545824933	0.515586926948808	A>B	phoneDialog873-phoneDialog75-condA
15	0.4508348173337161	0.4666576648695214	0.0	0.0	0.6463101411123754	B>A	phoneDialog873-phoneDialog75-condA
16	0.4379978370530589	0.4099719933213115	0.02339541354478655	0.02339541354478655	0.6352354726447049	A>B	phoneDialog873-phoneDialog75-condA
0	0.0	0.0	0.0	0.0	0.268792436952489	A>B	phoneDialog1029-phoneDialog761-condA
1	0.0	0.0	0.0	0.0	0.2948280228699973	B>A	phoneDialog1029-phoneDialog761-condA
2	0.0	0.0	0.0	0.0	0.37546668736757205	A>B	phoneDialog1029-phoneDialog761-condA
3	0.061868822488974594	0.13222789281637798	0.0	0.0	0.4431055676419624	B>A	phoneDialog1029-phoneDialog761-condA
4	0.08695980950674562	0.12297974198582047	0.0	0.0	0.5318702324545049	A>B	phoneDialog1029-phoneDialog761-condA
5	0.17688954350174413	0.3394573021281205	0.0	0.0	0.47577724004843147	B>A	phoneDialog1029-phoneDialog761-condA
6	0.0	0.0	0.0	0.0	0.34385978645433535	A>B	phoneDialog1029-phoneDialog761-condA
7	0.0	0.0	0.0	0.0	0.3156552354755484	B>A	phoneDialog1029-phoneDialog761-condA
8	0.27386127875258304	0.34697711796762676	0.0	0.0	0.5438581344540553	A>B	phoneDialog1029-phoneDialog761-condA
9	0.29814239699997197	0.4264014327112209	0.2	0.2	0.4200941192331977	B>A	phoneDialog1029-phoneDialog761-condA
10	0.0850102284084451	0.1421338109037403	0.03222454963485545	0.03222454963485545	0.510018702628752	A>B	phoneDialog1029-phoneDialog761-condA
11	0.4298541322570686	0.3305536783424657	0.0	0.0	0.49322975428637794	B>A	phoneDialog1029-phoneDialog761-condA
12	0.0	0.0	0.0	0.0	0.14147365479854745	A>B	phoneDialog1029-phoneDialog761-condA
13	0.06804138174397717	0.13423121104280486	0.0	0.0	0.2096176056084733	B>A	phoneDialog1029-phoneDialog761-condA
14	0.4506072625208391	0.4925690851982146	0.04819626927118799	0.04819626927118799	0.6002120306486638	A>B	phoneDialog1029-phoneDialog761-condA
15	0.32238146227257614	0.3622499262768793	0.0	0.0	0.6082029653414354	B>A	phoneDialog1029-phoneDialog761-condA
16	0.28827833009852755	0.4755948656056709	0.061898446059017294	0.06085806194501846	0.6115993278325874	A>B	phoneDialog1029-phoneDialog761-condA
17	0.0	0.0	0.0	0.0	0.2516229822007857	B>A	phoneDialog1029-phoneDialog761-condA
18	0.0	0.0	0.0	0.0	0.24054588905239427	A>B	phoneDialog1029-phoneDialog761-condA
19	0.234685859539543	0.4027124642272642	0.0	0.03331483023263848	0.5157240780515608	B>A	phoneDialog1029-phoneDialog761-condA
20	0.0	0.0	0.0	0.0	0.4057616346168611	A>B	phoneDialog1029-phoneDialog761-condA
21	0.0	0.0	0.0	0.0	0.3873065062884711	B>A	phoneDialog1029-phoneDialog761-condA
22	0.246416441453479	0.24002133617819923	0.029630442547297988	0.029630442547297988	0.643898802476874	A>B	phoneDialog1029-phoneDialog761-condA
0	0.1421338109037403	0.13801311186847084	0.0	0.0		A>B	phoneDialog310-phoneDialog245-condA
1	0.06154574548966636	0.11952286093343936	0.0	0.0	0.2001939620837807	B>A	phoneDialog310-phoneDialog245-condA
2	0.0	0.0	0.0	0.0	0.20644620224895183	A>B	phoneDialog310-phoneDialog245-condA
3	0.20412414523193148	0.20412414523193148	0.0	0.0	0.42214876049936545	B>A	phoneDialog310-phoneDialog245-condA
4	0.6172133998483678	0.5400617248673217	0.0	0.0	0.4351584853606987	A>B	phoneDialog310-phoneDialog245-condA
5	0.30374644814697793	0.3555150875048892	0.0	0.0	0.65708037089624	B>A	phoneDialog310-phoneDialog245-condA
6	0.0777713771047819	0.11470786693528087	0.22549380840084865	0.22360679774997896	0.40616617937265964	A>B	phoneDialog310-phoneDialog245-condA
7	0.12499999999999997	0.0	0.3441236008058426	0.3441236008058426	0.3701611862508145	B>A	phoneDialog310-phoneDialog245-condA
8	0.4719348023054865	0.5425045119727908	0.03823595564509363	0.03823595564509363	0.665662225241044	A>B	phoneDialog310-phoneDialog245-condA
9	0.32220111626441317	0.242535625036333	0.05892556509887897	0.05892556509887897	0.6534900624342184	B>A	phoneDialog310-phoneDialog245-condA
10	0.31799936400190804	0.35179877236514595	0.06401843996644799	0.06401843996644799	0.7186007562582689	A>B	phoneDialog310-phoneDialog245-condA
11	0.052999894000318	0.09950371902099892	0.06401843996644799	0.06401843996644799	0.4749119015608657	B>A	phoneDialog310-phoneDialog245-condA
12	0.0	0.0	0.0	0.0	0.3734699165749866	A>B	phoneDialog310-phoneDialog245-condA
0	0.364787088934305	0.4881298290196354	0.0	0.0	0.6608861999827603	A>B	phoneDialog54-phoneDialog553-condA
1	0.13693063937629152	0.2688664289689325	0.0	0.0	0.5493409453138289	B>A	phoneDialog54-phoneDialog553-condA
2	0.0	0.0	0.0	0.0	0.3461610734379117	A>B	phoneDialog54-phoneDialog553-condA
3	0.0	0.0	0.0	0.0	0.3707943996742773	B>A	phoneDialog54-phoneDialog553-condA
4	0.3286335345030997	0.48326015009599904	0.0	0.031106878474046484	0.6307828881430255	A>B	phoneDialog54-phoneDialog553-condA
5	0.42168692808749164	0.4961860617779742	0.03525997226921805	0.05786246467732676	0.7203493393905311	B>A	phoneDialog54-phoneDialog553-condA
6	0.3834422668772602	0.5498051602938211	0.0	0.0	0.6899457122865185	A>B	phoneDialog54-phoneDialog553-condA
7	0.09548198320525772	0.3450327796711771	0.0	0.0	0.5845478404850434	B>A	phoneDialog54-phoneDialog553-condA
8	0.0	0.1360827634879543	0.0	0.0	0.40378880331754585	A>B	phoneDialog54-phoneDialog553-condA
0	0.0	0.0	0.0	0.0	0.39061097419042645	A>B	phoneDialog775-phoneDialog544-condA
1	0.0	0.0	0.0	0.0	0.4488402675284131	B>A	phoneDialog775-phoneDialog544-condA
2	0.16012815380508716	0.1679677532867563	0.13957263155977062	0.13957263155977062	0.4840568257774658	A>B	phoneDialog775-phoneDialog544-condA
3	0.1360827634879543	0.06565321642986127	0.0	0.0	0.3027451529004572	B>A	phoneDialog775-phoneDialog544-condA
4	0.0	0.09128709291752767	0.0	0.0	0.2553967337037826	A>B	phoneDialog775-phoneDialog544-condA
5	0.0	0.0	0.0	0.0		B>A	phoneDialog775-phoneDialog544-condA
6	0.07273929674533079	0.0	0.0	0.0		A>B	phoneDialog775-phoneDialog544-condA
7	0.0	0.0	0.0	0.0	0.22020494127670476	B>A	phoneDialog775-phoneDialog544-condA
8	0.0	0.0	0.0	0.0	0.208976436432594	A>B	phoneDialog775-phoneDialog544-condA
9	0.0	0.06900655593423542	0.0	0.0	0.26998862390111067	B>A	phoneDialog775-phoneDialog544-condA
10	0.06019292654288461	0.12239801227242092	0.0	0.0	0.39226876214837025	A>B	phoneDialog775-phoneDialog544-condA
11	0.0	0.0	0.0	0.0	0.23199335303485757	B>A	phoneDialog775-phoneDialog544-condA
12	0.07715167498104597	0.07453559924999299	0.0	0.0	0.2712145618535172	A>B	phoneDialog775-phoneDialog544-condA
13	0.1336306209562122	0.12909944487358055	0.0	0.0	0.4846934111733958	B>A	phoneDialog775-phoneDialog544-condA
14	0.07071067811865475	0.0	0.0	0.0	0.31627738398787364	A>B	phoneDialog775-phoneDialog544-condA
15	0.23094010767585033	0.2125976013810936	0.0	0.0	0.23328253364926022	B>A	phoneDialog775-phoneDialog544-condA
16	0.0	0.0	0.0	0.0	0.30008961241860244	A>B	phoneDialog775-phoneDialog544-condA
17	0.0	0.0	0.0	0.0	0.13912075307524385	B>A	phoneDialog775-phoneDialog544-condA
18	0.0	0.0	0.0	0.0	0.15659305814482838	A>B	phoneDialog775-phoneDialog544-condA
19	0.0	0.0	0.0	0.0		B>A	phoneDialog775-phoneDialog544-condA
20	0.0	0.0	0.0	0.0		A>B	phoneDialog775-phoneDialog544-condA
21	0.3779644730092272	0.3779644730092272	0.0	0.0	0.1971108924765015	B>A	phoneDialog775-phoneDialog544-condA
22	0.1111111111111111	0.105999788000636	0.0	0.0	0.19728343526668235	A>B	phoneDialog775-phoneDialog544-condA
23	0.25197631533948484	0.24038492406450118	0.0	0.0	0.35757472368369436	B>A	phoneDialog775-phoneDialog544-condA
24	0.0	0.0	0.0	0.0	0.09927217986894821	A>B	phoneDialog775-phoneDialog544-condA
25	0.0	0.0	0.0	0.0		B>A	phoneDialog775-phoneDialog544-condA
26	0.0	0.0	0.0	0.0		A>B	phoneDialog775-phoneDialog544-condA
0	0.060302268915552716	0.3380617018914066	0.0	0.0	0.42578585515242406	A>B	phoneDialog238-phoneDialog811-condA
1	0.16262312563634834	0.06734350297014738	0.036986336072765455	0.11095900821829636	0.5539205003984627	B>A	phoneDialog238-phoneDialog811-condA
2	0.2279211529192759	0.20203050891044214	0.0	0.0	0.3879049034480776	A>B	phoneDialog238-phoneDialog811-condA
3	0.0	0.3779644730092272	0.0	0.0		B>A	phoneDialog238-phoneDialog811-condA
4	0.0	0.4472135954999579	0.0	0.0		A>B	phoneDialog238-phoneDialog811-condA
5	0.0	0.0	0.0	0.0	0.141250026729282	B>A	phoneDialog238-phoneDialog811-condA
6	0.0	0.09325048082403138	0.0	0.0	0.21569062252460347	A>B	phoneDialog238-phoneDialog811-condA
7	0.08512565307587487	0.17025130615174974	0.0	0.0	0.442410603086013	B>A	phoneDialog238-phoneDialog811-condA
8	0.0	0.0	0.0	0.0		A>B	phoneDialog238-phoneDialog811-condA
9	0.0	0.0	0.0	0.0		B>A	phoneDialog238-phoneDialog811-condA
10	0.0	0.0	0.0	0.0		A>B	phoneDialog238-phoneDialog811-condA
11	0.0	0.0	0.0	0.0		B>A	phoneDialog238-phoneDialog811-condA
12	0.3181818181818182	0.42640143271122083	0.0	0.0	0.48294853734027476	A>B	phoneDialog238-phoneDialog811-condA
13	0.24174688920761409	0.30237157840738177	0.0	0.0	0.6299076238154971	B>A	phoneDialog238-phoneDialog811-condA
14	0.0	0.1889822365046136	0.0	0.0	0.4152051147206901	A>B	phoneDialog238-phoneDialog811-condA
15	0.0	0.0	0.0	0.0	0.24336667866735406	B>A	phoneDialog238-phoneDialog811-condA
16	0.07479575920067658	0.14959151840135315	0.0	0.0	0.5576714506553058	A>B	phoneDialog238-phoneDialog811-condA
17	0.21926450482675733	0.32889675724013595	0.0	0.0	0.599592252794561	B>A	phoneDialog238-phoneDialog811-condA
18	0.1656472891122698	0.2320697804082285	0.0	0.0	0.5955422639374789	A>B	phoneDialog238-phoneDialog811-condA
19	0.11043152607484653	0.10314212462587934	0.0	0.0	0.3870792553575664	B>A	phoneDialog238-phoneDialog811-condA
20	0.0	0.0	0.0	0.0	0.3063493778985489	A>B	phoneDialog238-phoneDialog811-condA
21	0.36852173704775104	0.41576092031014994	0.0	0.0	0.4288557344776893	B>A	phoneDialog238-phoneDialog811-condA
22	0.44194887202966937	0.5560384374855327	0.0	0.024397501823713332	0.4899718355085949	A>B	phoneDialog238-phoneDialog811-condA
23	0.1004429254612885	0.14860752335342742	0.0	0.0	0.30639028037649374	B>A	phoneDialog238-phoneDialog811-condA
24	0.0	0.2672612419124244	0.0	0.0		A>B	phoneDialog238-phoneDialog811-condA
25	0.0	0.0	0.0	0.0		B>A	phoneDialog238-phoneDialog811-condA
26	0.0	0.1889822365046136	0.0	0.0	0.09147940179453173	A>B	phoneDialog238-phoneDialog811-condA
27	0.2927700218845599	0.48795003647426655	0.0	0.0	0.12529270637670176	B>A	phoneDialog238-phoneDialog811-condA
28	0.0	0.12909944487358055	0.0	0.0	0.4099595371743727	A>B	phoneDialog238-phoneDialog811-condA
29	0.0	0.0	0.0	0.0	0.2990685924885573	B>A	phoneDialog238-phoneDialog811-condA
30	0.18257418583505533	0.12392885771580414	0.0	0.0	0.38517925788531016	A>B	phoneDialog238-phoneDialog811-condA
31	0.15811388300841897	0.11925059893763727	0.0	0.0	0.5870011797970435	B>A	phoneDialog238-phoneDialog811-condA
32	0.0	0.20412414523193154	0.0	0.0	0.1856428093932483	A>B	phoneDialog238-phoneDialog811-condA
33	0.37863561495183284	0.392679360664615	0.0	0.0	0.3523319053409677	B>A	phoneDialog238-phoneDialog811-condA
34	0.039746431675858215	0.0	0.0	0.0	0.6189205827657419	A>B	phoneDialog238-phoneDialog811-condA
35	0.09016696346674324	0.0	0.0	0.0	0.5534875603363825	B>A	phoneDialog238-phoneDialog811-condA
36	0.15617376188860607	0.14586499149789456	0.0	0.0	0.3834766378661867	A>B	phoneDialog238-phoneDialog811-condA
37	0.0	0.0	0.0	0.0	0.20158631978432517	B>A	phoneDialog238-phoneDialog811-condA
38	0.0	0.1386750490563073	0.0	0.0	0.3296685111390143	A>B	phoneDialog238-phoneDialog811-condA
39	0.39139684383206536	0.49296672740863945	0.0	0.0	0.5920551424033087	B>A	phoneDialog238-phoneDialog811-condA
40	0.1538967528127731	0.3328713326493031	0.0	0.0	0.6939964717640669	A>B	phoneDialog238-phoneDialog811-condA
41	0.13245323570650439	0.13245323570650439	0.0	0.0	0.3547536057765156	B>A	phoneDialog238-phoneDialog811-condA
42	0.1465525954401373	0.3592106040535498	0.0	0.0	0.4447909995453807	A>B	phoneDialog238-phoneDialog811-condA
43	0.18995387394524	0.3370093007873882	0.0	0.0	0.5291534224487168	B>A	phoneDialog238-phoneDialog811-condA
44	0.07412493166611013	0.12909944487358055	0.0	0.0	0.37403942628661113	A>B	phoneDialog238-phoneDialog811-condA
45	0.0	0.0	0.0	0.0	0.3561837903509203	B>A	phoneDialog238-phoneDialog811-condA
46	0.12126781251816648	0.24253562503633297	0.0	0.0	0.3038331378233867	A>B	phoneDialog238-phoneDialog811-condA
47	0.0	0.0	0.0	0.0		B>A	phoneDialog238-phoneDialog811-condA
48	0.08574929257125441	0.16439898730535726	0.0	0.0		A>B	phoneDialog238-phoneDialog811-condA
49	0.0	0.05198752449100363	0.0	0.0	0.33587607574851086	B>A	phoneDialog238-phoneDialog811-condA
50	0.0	0.0	0.0	0.0	0.09214353647004425	A>B	phoneDialog238-phoneDialog811-condA
51	0.0	0.0	0.0	0.0	0.14671597605968045	B>A	phoneDialog238-phoneDialog811-condA
52	0.0	0.0	0.0	0.0	0.2680752866611258	A>B	phoneDialog238-phoneDialog811-condA
53	0.17025130615174974	0.1516196087157807	0.0	0.0	0.2846939535449149	B>A	phoneDialog238-phoneDialog811-condA
54	0.20412414523193154	0.20412414523193154	0.0	0.0	0.28442519448032333	A>B	phoneDialog238-phoneDialog811-condA
55	0.0	0.0	0.0	0.0	0.1639254000842698	B>A	phoneDialog238-phoneDialog811-condA
56	0.0	0.1360827634879543	0.0	0.0	0.2939726270873737	A>B	phoneDialog238-phoneDialog811-condA
57	0.42367806833734284	0.6455760348467225	0.0	0.03289758474798845	0.6347818551032002	B>A	phoneDialog238-phoneDialog811-condA
58	0.23904572186687872	0.4193139346887673	0.0	0.0	0.44244622408047896	A>B	phoneDialog238-phoneDialog811-condA
0	0.0	0.0	0.0	0.0	0.38785110136476675	A>B	phoneDialog63-phoneDialog631-condA
1	0.0	0.0	0.0	0.0	0.30839643261688776	B>A	phoneDialog63-phoneDialog631-condA
2	0.05270462766947299	0.18181818181818182	0.0	0.0	0.4880858522995841	A>B	phoneDialog63-phoneDialog631-condA
3	0.23836564731139803	0.3481553119113957	0.0	0.0	0.35667768538931255	B>A	phoneDialog63-phoneDialog631-condA
4	0.14301938838683884	0.29793978576556207	0.04564354645876384	0.04351941398892446	0.5450723960705067	A>B	phoneDialog63-phoneDialog631-condA
5	0.18257418583505536	0.2553769592276246	0.0	0.0	0.20322960344805385	B>A	phoneDialog63-phoneDialog631-condA
6	0.0	0.0	0.0	0.0	0.13400848996176007	A>B	phoneDialog63-phoneDialog631-condA
7	0.0	0.0	0.0	0.0	0.3259299110165841	B>A	phoneDialog63-phoneDialog631-condA
8	0.10425720702853739	0.10136060675992291	0.0	0.0	0.5078530976526248	A>B	phoneDialog63-phoneDialog631-condA
9	0.3758230140014145	0.31139957766460924	0.0	0.0	0.5222406864370953	B>A	phoneDialog63-phoneDialog631-condA
10	0.03925343359894298	0.08131156281817417	0.0	0.0	0.5117398285063015	A>B	phoneDialog63-phoneDialog631-condA
11	0.0	0.0	0.0	0.0	0.28085440176473675	B>A	phoneDialog63-phoneDialog631-condA
12	0.09284766908852593	0.08980265101338746	0.0	0.0	0.444009797568368	A>B	phoneDialog63-phoneDialog631-condA
