syntax_penn_tok2	syntax_penn_lem2	lexical_tok2	lexical_lem2	condition_info
0.5145948051472751	0.5145948051472751	0.1124108678723503	0.1359278876356469	phoneDialog1000-condA.txt
0.6781719263556146	0.6781719263556146	0.24373223112865833	0.3298627820613309	phoneDialog505-condA.txt
0.7874378311770612	0.7874378311770612	0.2965130319119835	0.34300927670843034	phoneDialog219-condA.txt
0.8243174017555073	0.8243174017555073	0.3185554499360386	0.3737845554480614	phoneDialog733-condA.txt
0.704084957335323	0.704084957335323	0.12761933667739955	0.18861964343216173	phoneDialog169-condA.txt
0.7288924506412714	0.7288924506412714	0.22179547112466663	0.23856693836702128	phoneDialog443-condA.txt
0.7770153952278319	0.7770153952278319	0.3396616880214055	0.4119387637887692	phoneDialog991-condA.txt
0.8397666372526039	0.8397666372526039	0.2696785576963958	0.3255725929868164	phoneDialog958-condA.txt
0.8413064877367099	0.8413064877367099	0.28623375249210514	0.3129095934381934	phoneDialog1146-condA.txt
0.8149930758475151	0.8149930758475151	0.2646651325543756	0.3590877054530245	phoneDialog396-condA.txt
0.8549017840456223	0.8549017840456223	0.2700241840391989	0.3490641673572738	phoneDialog675-condA.txt
0.8330861009849262	0.8330861009849262	0.3221159438492623	0.34505023919995437	phoneDialog113-condA.txt
0.7383493110714636	0.7383493110714636	0.25403921476679725	0.3027326773527259	phoneDialog439-condA.txt
0.7720105156312801	0.7720105156312801	0.2920313925021864	0.3119962375027714	phoneDialog922-condA.txt
0.7763844657511968	0.7763844657511968	0.1681117445779338	0.18162508865861993	phoneDialog325-condA.txt
0.7475236447672813	0.7475236447672813	0.1933619393895152	0.2482696813340201	phoneDialog864-condA.txt
0.8248295396233546	0.8248295396233546	0.3189238939301516	0.4331067022627812	phoneDialog8-condA.txt
0.8386137319080148	0.8386137319080148	0.18623204290494016	0.24752842485699078	phoneDialog780-condA.txt
0.8707093641637924	0.8707093641637924	0.28962038170100224	0.392648176755139	phoneDialog263-condA.txt
0.8201961565809299	0.8201961565809299	0.17107123178377487	0.20738930200009353	phoneDialog749-condA.txt
0.8505346840080956	0.8505346840080956	0.20980412390688172	0.28000145406671617	phoneDialog277-condA.txt
0.8172035719057055	0.8172035719057055	0.19525185761331532	0.22141320948192697	phoneDialog794-condA.txt
0.76778223246753	0.76778223246753	0.16728567220186852	0.19391446622548786	phoneDialog870-condA.txt
0.8704247659365328	0.8704247659365328	0.4353135767237436	0.5065892326403375	phoneDialog331-condA.txt
0.8541198335313744	0.8541198335313744	0.46205644648443844	0.4942674041048613	phoneDialog936-condA.txt
0.769522379121216	0.769522379121216	0.27112269159102176	0.39732899939753635	phoneDialog1128-condA.txt
0.7852215126498692	0.7852215126498692	0.13191084728968036	0.16866887915135348	phoneDialog107-condA.txt
0.7315073507695505	0.7315073507695505	0.23741001349932855	0.2865732578586677	phoneDialog10-condA.txt
0.7698629407773072	0.7698629407773072	0.11273894269180298	0.12303512072462575	phoneDialog661-condA.txt
0.6705866420550582	0.6705866420550582	0.0763731362577837	0.0905803046930921	phoneDialog382-condA.txt
0.8465107981410885	0.8465107981410885	0.36171429275850003	0.39748440250032585	phoneDialog985-condA.txt
0.8818139400826835	0.8818139400826835	0.2985741705917086	0.439650729532958	phoneDialog1152-condA.txt
0.8398301222009993	0.8398301222009993	0.42759182983704563	0.4496123243769483	phoneDialog457-condA.txt
0.7137168657684363	0.7137168657684363	0.20835594262672383	0.2647726947352939	phoneDialog727-condA.txt
0.8001745959077186	0.8001745959077186	0.3864381674563308	0.44993304706030807	phoneDialog511-condA.txt
0.9108857949867296	0.9108857949867296	0.33427535014901233	0.4676617345376781	phoneDialog1014-condA.txt
0.714056142926666	0.714056142926666	0.2000961889634249	0.25123653618841596	phoneDialog82-condA.txt
0.8420563247622878	0.8420563247622878	0.3647318179198729	0.4303966559995414	phoneDialog851-condA.txt
0.828242795101074	0.828242795101074	0.2525276187552883	0.30939476508486174	phoneDialog898-condA.txt
0.6392286431014466	0.6392286431014466	0.10023194302104999	0.1233691154473764	phoneDialog1086-condA.txt
0.7760764517221022	0.7760764517221022	0.113487490058382	0.13491200837773226	phoneDialog583-condA.txt
0.5724845894178425	0.5724845894178425	0.15943215729333768	0.1801828125268377	phoneDialog256-condA.txt
0.863969158367385	0.863969158367385	0.38703411178858144	0.4489488896411554	phoneDialog126-condA.txt
0.8425608833558377	0.8425608833558377	0.293868818377287	0.42793050017538503	phoneDialog1109-condA.txt
0.8330616348260435	0.8330616348260435	0.3506951466826907	0.46950162165340437	phoneDialog917-condA.txt
0.726203454883456	0.726203454883456	0.14754719993272034	0.20132505286997907	phoneDialog310-condA.txt
0.8556170012648417	0.8556170012648417	0.33237720364837037	0.3789508686065951	phoneDialog31-condA.txt
0.7935934823785408	0.7935934823785408	0.30139107020157585	0.34782591884306235	phoneDialog476-condA.txt
0.7651144768833148	0.7651144768833148	0.28479290139820146	0.3095754917637841	phoneDialog195-condA.txt
0.780586755445538	0.780586755445538	0.12488681262978656	0.1747516321511588	phoneDialog640-condA.txt
0.8870578564708941	0.8870578564708941	0.3339439653460966	0.4195855022771789	phoneDialog689-condA.txt
0.8928334374012609	0.8928334374012609	0.33575270679945096	0.4046664428397298	phoneDialog1035-condA.txt
0.8876516139056412	0.8876516139056412	0.4005850956439751	0.4249595110667539	phoneDialog530-condA.txt
0.7623169194092478	0.7623169194092478	0.19380279704333367	0.22746000551260065	phoneDialog706-condA.txt
0.8384554717842032	0.8384554717842032	0.21367059471343577	0.284191660844426	phoneDialog712-condA.txt
